PLAYER_NAME,PLAYER_ID,TEAM_ID,GP,PTS,REB,AST,STL,BLK,FGM,FGA,FG_PCT,FTM,FTA,FT_PCT,FG3M,TOV
De'Andre Hunter,1629631,1610612739,64,17.0,4.0,1.4,0.8,0.2,5.6,11.9,0.47,3.4,4.0,0.846,2.5,1.3
De'Anthony Melton,1629001,1610612751,6,10.3,3.3,2.8,1.2,0.3,3.7,9.0,0.407,0.8,1.3,0.625,2.2,1.7
DeAndre Jordan,201599,1610612743,56,3.7,5.1,0.9,0.3,0.5,1.6,2.5,0.65,0.5,1.1,0.422,0.0,0.7
DeJon Jarreau,1630610,1610612763,9,7.9,3.7,2.4,1.0,0.6,2.7,6.7,0.4,2.1,2.4,0.864,0.4,1.0
DeMar DeRozan,201942,1610612758,77,22.2,3.9,4.4,0.8,0.4,8.1,17.0,0.477,4.9,5.7,0.857,1.1,1.4
Dean Wade,1629731,1610612739,59,5.4,4.2,1.3,0.7,0.3,1.9,4.6,0.413,0.3,0.5,0.533,1.4,0.4
Deandre Ayton,1629028,1610612757,40,14.4,10.2,1.6,0.8,1.0,6.6,11.7,0.566,1.0,1.5,0.667,0.2,1.7
Dejounte Murray,1627749,1610612740,31,17.5,6.5,7.4,2.0,0.4,6.3,15.9,0.393,3.3,4.0,0.823,1.7,3.4
Delon Wright,1626153,1610612752,40,3.1,1.7,1.9,0.9,0.3,1.1,3.3,0.344,0.4,0.6,0.6,0.5,0.6
Deni Avdija,1630166,1610612757,72,16.9,7.3,3.9,1.0,0.5,5.6,11.7,0.476,4.0,5.2,0.78,1.7,2.7
Dennis Schröder,203471,1610612765,75,13.1,2.6,5.4,0.9,0.2,4.5,11.0,0.406,2.4,2.9,0.838,1.7,1.9
Dereck Lively II,1641726,1610612742,36,8.7,7.5,2.4,0.6,1.6,3.7,5.3,0.702,1.3,2.0,0.63,0.0,1.1
Dereon Seabron,1631220,1610612741,3,8.7,4.3,2.7,0.0,0.3,2.7,5.0,0.533,2.7,3.3,0.8,0.7,1.3
Derrick Jones Jr.,1627884,1610612746,77,10.1,3.4,0.8,1.0,0.4,4.0,7.6,0.526,1.1,1.5,0.703,1.0,0.9
Derrick White,1628401,1610612738,76,16.4,4.5,4.8,0.9,1.1,5.6,12.6,0.442,1.8,2.1,0.839,3.5,1.7
Desmond Bane,1630217,1610612753,69,19.2,6.1,5.3,1.2,0.4,7.1,14.8,0.484,2.6,2.9,0.894,2.4,2.4
Devin Booker,1626164,1610612756,75,25.6,4.1,7.1,0.9,0.2,8.7,18.9,0.461,5.8,6.4,0.894,2.4,2.9
Devin Cannady,1629962,1610612752,4,4.5,0.5,0.5,0.3,0.0,1.5,3.5,0.429,0.0,0.0,0.0,1.5,0.3
Devin Carter,1642269,1610612758,36,3.8,2.1,1.1,0.6,0.1,1.3,3.5,0.37,0.7,1.2,0.591,0.5,0.5
Devin Vassell,1630170,1610612759,64,16.3,4.0,2.9,1.3,0.5,6.2,13.9,0.443,1.5,1.9,0.792,2.5,1.4
Devine Eke,27802,1610612749,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0
Devon Higgs,1642045,1610612765,3,1.0,0.3,0.0,0.0,0.0,0.3,1.3,0.25,0.0,0.0,0.0,0.3,0.7
Dexter Dennis,1641926,1610612739,5,5.2,3.6,1.4,0.6,0.6,2.0,5.2,0.385,0.8,1.2,0.667,0.4,1.4
Dillon Brooks,1628415,1610612745,75,14.0,3.7,1.7,0.8,0.2,5.1,11.9,0.429,1.3,1.6,0.818,2.5,1.0
Dillon Jones,1641794,1610612760,59,3.4,2.7,1.3,0.4,0.1,1.3,3.3,0.391,0.5,0.7,0.628,0.4,0.7
Dmytro Skapintsev,1631376,1610612752,5,13.0,7.0,1.4,1.0,1.0,4.6,6.6,0.697,3.6,4.6,0.783,0.2,1.6
Domantas Sabonis,1627734,1610612758,70,19.1,13.9,6.0,0.7,0.4,7.5,12.8,0.59,3.1,4.1,0.754,0.9,2.9
Dominick Barlow,1631230,1610612737,35,4.2,2.4,0.5,0.3,0.5,1.7,3.2,0.531,0.6,0.9,0.636,0.2,0.1
Donovan Clingan,1642270,1610612757,71,6.6,8.1,1.2,0.5,1.8,2.7,5.3,0.519,0.9,1.5,0.591,0.2,1.2
Donovan Mitchell,1628378,1610612739,71,24.0,4.5,5.0,1.3,0.2,8.2,18.6,0.443,4.2,5.1,0.823,3.3,2.1
Donovan Williams,1631495,1610612759,5,11.0,4.0,2.0,0.2,0.2,3.2,6.4,0.5,3.4,4.4,0.773,1.2,1.6
Donta Scott,1642429,1610612744,7,4.9,3.6,0.6,0.3,0.4,1.9,5.3,0.351,0.6,0.9,0.667,0.6,0.6
Donte DiVincenzo,1628978,1610612750,62,11.7,3.7,3.6,1.2,0.3,4.0,9.6,0.422,0.8,1.0,0.778,2.8,1.6
Dorian Finney-Smith,1627827,1610612747,63,8.7,3.9,1.4,0.9,0.4,3.1,6.9,0.448,0.5,0.7,0.667,2.0,0.9
Doug McDermott,203926,1610612758,42,3.5,0.5,0.2,0.1,0.0,1.2,2.8,0.427,0.1,0.1,0.6,1.0,0.1
Draymond Green,203110,1610612744,68,9.0,6.1,5.6,1.5,1.0,3.2,7.5,0.424,1.5,2.2,0.687,1.2,2.6
Drew Eubanks,1629234,1610612746,61,4.6,3.7,0.9,0.2,0.6,1.9,3.2,0.593,0.8,1.2,0.662,0.0,0.7
Drew Pember,1642418,1610612763,5,3.0,1.2,0.8,0.0,0.6,1.2,2.2,0.545,0.2,0.8,0.25,0.4,0.4
Drew Pember,1642418,1610612766,1,2.0,4.0,0.0,0.0,0.0,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0
Drew Peterson,1641809,1610612738,28,2.7,1.8,0.7,0.3,0.1,0.9,2.3,0.397,0.3,0.4,0.75,0.6,0.5
Drew Timme,1631166,1610612751,9,12.1,7.2,2.2,0.4,0.1,5.0,11.3,0.441,1.1,1.8,0.625,1.0,1.7
Drew Timme,1631166,1610612758,5,11.4,4.4,1.6,1.0,0.2,4.8,7.6,0.632,1.6,2.2,0.727,0.2,2.2
Dru Smith,1630696,1610612748,14,6.2,2.6,1.6,1.5,0.4,2.2,4.4,0.508,0.6,0.9,0.75,1.1,1.2
Duane Washington Jr.,1630613,1610612752,5,14.8,2.2,1.4,0.8,0.2,5.2,12.6,0.413,2.6,3.0,0.867,1.8,2.6
Duncan Robinson,1629130,1610612748,74,11.0,2.3,2.4,0.5,0.1,3.9,9.0,0.437,0.6,0.7,0.887,2.6,1.2
Duop Reath,1641871,1610612757,46,4.2,2.0,0.6,0.3,0.3,1.5,3.6,0.422,0.4,0.5,0.909,0.7,0.3
Dwight Powell,203939,1610612742,55,2.1,2.1,1.0,0.3,0.4,0.8,1.1,0.689,0.5,0.8,0.651,0.0,0.3
Dylan Disu,1642463,1610612761,3,3.0,2.0,0.0,0.0,1.7,1.3,4.3,0.308,0.0,0.0,0.0,0.3,0.0
Dylan Windler,1629685,1610612737,4,12.3,8.0,2.0,1.3,0.3,4.3,9.3,0.459,0.5,0.5,1.0,3.3,3.8
Dyson Daniels,1630700,1610612737,76,14.1,5.9,4.4,3.0,0.7,6.0,12.1,0.493,1.1,1.8,0.593,1.1,2.0
E.J. Liddell,1630604,1610612741,12,1.8,0.8,0.3,0.1,0.1,0.7,1.3,0.533,0.2,0.2,1.0,0.3,0.2
E.J. Liddell,1630604,1610612737,5,7.8,4.0,1.0,0.0,1.2,2.0,6.0,0.333,3.2,4.2,0.762,0.6,1.0
Elfrid Payton,203901,1610612740,24,3.5,3.3,6.9,1.0,0.5,1.7,5.1,0.328,0.2,0.3,0.571,0.0,2.5
Elijah Harkless,1641989,1610612762,10,3.2,2.1,0.8,1.0,0.1,1.1,3.5,0.314,0.3,0.6,0.5,0.7,0.3
Elijah Harkless,1641989,1610612746,5,7.6,2.8,1.2,0.8,0.4,2.2,5.6,0.393,2.2,2.8,0.786,1.0,1.0
Emanuel Miller,1641801,1610612741,6,1.7,1.3,0.3,0.2,0.0,0.7,1.3,0.5,0.3,0.3,1.0,0.0,0.0
Emanuel Miller,1641801,1610612742,5,7.8,6.0,2.4,2.0,0.6,3.2,6.8,0.471,0.8,1.4,0.571,0.6,0.8
"Emmitt Matthews, Jr.",1642044,1610612737,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.5
Emoni Bates,1641734,1610612739,14,7.3,1.4,1.2,0.1,0.1,2.4,6.9,0.354,0.9,0.9,1.0,1.5,0.6
Enrique Freeman,1642402,1610612754,27,3.2,1.9,0.5,0.2,0.3,1.2,2.4,0.508,0.7,1.1,0.6,0.1,0.5
Eric Gordon,201569,1610612755,39,6.8,1.2,1.7,0.7,0.3,2.2,5.2,0.426,0.9,1.2,0.75,1.4,0.7
Erik Stevenson,1641907,1610612764,3,6.7,1.3,1.0,1.0,0.3,2.3,4.0,0.583,0.7,0.7,1.0,1.3,0.3
Ethan Thompson,1630679,1610612744,8,12.9,4.4,2.1,2.0,0.6,4.0,9.0,0.444,3.6,4.0,0.906,1.3,2.1
Eugene Omoruyi,1630647,1610612764,1,8.0,5.0,2.0,4.0,1.0,1.0,9.0,0.111,5.0,8.0,0.625,1.0,3.0
Evan Mobley,1630596,1610612739,71,18.5,9.3,3.2,0.9,1.6,7.1,12.8,0.557,3.1,4.3,0.725,1.2,2.0
Fabian White Jr.,1631261,1610612745,4,1.0,2.8,0.0,0.0,0.3,0.5,1.8,0.286,0.0,0.0,0.0,0.0,0.3
Fardaws Aimaq,1642498,1610612743,3,4.0,4.3,1.3,0.0,0.0,1.7,4.3,0.385,0.7,0.7,1.0,0.0,1.7
Franz Wagner,1630532,1610612753,60,24.2,5.7,4.7,1.3,0.4,9.0,19.4,0.463,4.5,5.2,0.871,1.7,2.3
Fred VanVleet,1627832,1610612745,60,14.1,3.7,5.6,1.6,0.4,4.8,12.7,0.378,1.9,2.3,0.81,2.7,1.5
Freddie Gillespie,1630273,1610612763,2,3.0,5.0,0.0,0.0,1.0,0.5,1.5,0.333,2.0,2.5,0.8,0.0,1.0
GG Jackson,1641713,1610612763,37,10.1,4.2,1.2,0.5,0.2,3.6,9.1,0.396,1.5,2.2,0.659,1.4,1.4
Gabe Brown,1631122,1610612748,2,1.5,1.0,1.0,1.5,0.0,0.5,5.0,0.1,0.0,0.0,0.0,0.5,1.0
Gabe Kalscheur,1641882,1610612750,2,5.0,1.0,0.5,1.0,0.0,2.0,5.5,0.364,0.5,0.5,1.0,0.5,0.0
Gabe McGlothan,1642440,1610612743,5,2.8,4.0,0.2,0.4,0.4,1.0,2.4,0.417,0.2,0.4,0.5,0.6,0.6
Gabe Osabuohien,1631436,1610612739,4,2.3,1.3,1.8,0.8,0.5,0.5,1.0,0.5,1.0,1.3,0.8,0.3,1.3
Gabe Vincent,1629216,1610612747,72,6.4,1.3,1.4,0.7,0.2,2.3,5.8,0.4,0.2,0.3,0.714,1.5,0.6
Garrett Temple,202066,1610612761,28,1.9,1.0,1.1,0.6,0.1,0.6,2.1,0.3,0.4,0.4,0.917,0.2,0.4
Garrison Brooks,1631365,1610612741,4,3.5,3.8,0.8,0.5,0.8,1.5,3.0,0.5,0.0,0.0,0.0,0.5,1.0
Garrison Mathews,1629726,1610612737,47,7.5,1.9,1.3,0.6,0.3,2.2,5.5,0.397,1.4,1.7,0.821,1.8,0.7
Gary Harris,203914,1610612753,48,3.0,1.3,0.6,0.5,0.3,1.1,2.8,0.383,0.1,0.3,0.583,0.8,0.4
Gary Payton II,1627780,1610612744,62,6.5,3.0,1.3,0.8,0.3,2.8,4.8,0.574,0.4,0.6,0.711,0.5,0.6
Gary Trent Jr.,1629018,1610612749,74,11.1,2.3,1.2,1.0,0.1,3.8,8.9,0.431,1.1,1.2,0.848,2.4,0.6
Georges Niang,1627777,1610612737,79,9.9,3.4,1.4,0.4,0.2,3.6,7.8,0.461,0.6,0.7,0.793,2.1,1.0
Giannis Antetokounmpo,203507,1610612749,67,30.4,11.9,6.5,0.9,1.2,11.8,19.7,0.601,6.5,10.6,0.617,0.2,3.1
Giorgi Bezhanishvili,1630793,1610612754,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
Goga Bitadze,1629048,1610612753,70,7.2,6.6,2.0,0.7,1.4,3.0,4.8,0.611,1.2,1.9,0.639,0.0,1.0
Gradey Dick,1641711,1610612761,56,14.3,3.7,1.9,0.9,0.2,4.9,12.0,0.406,2.5,2.9,0.863,2.0,1.6
Grant Williams,1629684,1610612766,16,10.4,5.1,2.3,1.1,0.8,3.4,7.7,0.439,1.9,2.3,0.838,1.7,1.8
Grayson Allen,1628960,1610612756,64,10.6,3.0,2.1,0.8,0.3,3.4,7.6,0.448,1.5,1.8,0.816,2.3,1.2
Grayson Murphy,1642438,1610612747,2,2.5,7.5,5.5,2.0,0.0,1.0,1.5,0.667,0.5,1.0,0.5,0.0,0.0
Guerschon Yabusele,1627824,1610612755,70,11.0,5.6,2.1,0.8,0.3,4.0,8.0,0.501,1.4,2.0,0.725,1.5,1.2
Gui Santos,1630611,1610612744,56,4.1,3.1,1.4,0.4,0.2,1.5,3.2,0.458,0.5,0.8,0.69,0.6,0.8
Harrison Barnes,203084,1610612759,82,12.3,3.8,1.7,0.5,0.2,4.2,8.3,0.508,2.0,2.4,0.809,1.9,0.6
Harrison Ingram,1631127,1610612759,12,6.2,4.6,1.1,0.8,0.1,2.3,6.0,0.389,0.4,1.1,0.385,1.1,1.0
Haywood Highsmith,1629312,1610612748,74,6.5,3.4,1.5,0.9,0.5,2.4,5.3,0.458,0.4,0.6,0.721,1.2,0.7
Henri Drell,1630929,1610612741,5,7.0,4.0,1.6,1.4,0.4,2.6,7.0,0.371,1.0,1.6,0.625,0.8,1.8
Herbert Jones,1630529,1610612740,20,10.3,3.9,3.3,1.9,0.5,3.8,8.6,0.436,1.7,2.0,0.825,1.1,1.8
Hugo Besson,1630656,1610612749,4,7.8,2.3,3.3,0.8,0.0,2.0,6.0,0.333,3.3,4.5,0.722,0.5,1.3
Hunter Cattoor,1642470,1610612739,4,7.3,2.3,1.3,1.0,0.0,2.0,5.5,0.364,1.3,1.3,1.0,2.0,0.5
Hunter Maldonado,1642104,1610612760,7,8.0,3.4,3.4,1.3,0.3,2.6,6.4,0.4,2.6,3.7,0.692,0.3,2.7
Hunter Tyson,1641816,1610612743,56,3.8,1.8,0.5,0.2,0.1,1.2,3.4,0.354,0.8,0.9,0.84,0.6,0.3
Hyunjung Lee,1631253,1610612757,2,5.0,5.5,2.0,0.0,0.0,2.0,7.5,0.267,1.0,2.0,0.5,0.0,0.0
Ibou Badji,1630641,1610612749,4,2.3,3.3,0.0,0.5,1.0,0.8,1.5,0.5,0.8,0.8,1.0,0.0,0.5
Ibrahima Diallo,1642496,1610612759,4,3.5,5.3,0.5,0.3,0.8,1.0,2.8,0.364,1.5,2.0,0.75,0.0,0.5
Immanuel Quickley,1630193,1610612761,33,17.1,3.5,5.8,0.7,0.1,5.6,13.3,0.42,3.4,3.9,0.867,2.6,1.8
Isaac Jones,1642403,1610612758,45,4.2,2.0,0.5,0.2,0.4,1.6,2.8,0.597,0.8,1.2,0.685,0.1,0.5
Isaac Okoro,1630171,1610612739,55,6.1,2.4,1.2,0.6,0.3,2.3,4.9,0.464,0.6,0.8,0.717,1.0,0.4
Isaiah Collier,1642268,1610612762,78,8.9,3.3,6.1,1.0,0.2,3.4,8.0,0.425,1.5,2.3,0.682,0.6,2.9
Isaiah Crawford,1642384,1610612758,20,2.3,0.8,0.4,0.2,0.2,0.8,1.6,0.5,0.3,0.4,0.75,0.4,0.2
Isaiah Hartenstein,1628392,1610612760,57,11.2,10.7,3.8,0.8,1.1,4.9,8.4,0.581,1.4,2.1,0.675,0.0,1.7
Isaiah Jackson,1630543,1610612754,5,7.0,5.6,1.0,0.6,1.6,2.8,4.6,0.609,1.4,2.8,0.5,0.0,1.0
Isaiah Joe,1630198,1610612760,74,10.2,2.6,1.6,0.6,0.1,3.5,7.9,0.44,0.6,0.8,0.821,2.6,0.5
Isaiah Miller,1630627,1610612763,8,6.8,4.0,2.0,2.3,0.1,2.8,8.0,0.344,0.8,1.0,0.75,0.5,0.6
Isaiah Mobley,1630600,1610612755,1,6.0,4.0,5.0,1.0,1.0,2.0,7.0,0.286,1.0,2.0,0.5,1.0,0.0
Isaiah Stevens,1641815,1610612748,11,6.4,2.2,5.0,0.7,0.2,2.4,3.9,0.605,0.7,0.8,0.889,0.9,1.7
Isaiah Stewart,1630191,1610612765,72,6.0,5.5,1.7,0.4,1.4,2.4,4.4,0.559,0.9,1.2,0.759,0.2,0.9
Isaiah Todd,1630225,1610612753,3,2.7,1.0,0.3,0.0,0.0,1.0,1.7,0.6,0.7,0.7,1.0,0.0,0.3
Isaiah Whaley,1631348,1610612742,5,5.6,4.6,1.0,0.6,0.8,2.2,3.6,0.611,0.8,1.0,0.8,0.4,0.2
Isaiah Wong,1631209,1610612766,20,6.0,1.6,1.4,0.6,0.0,2.1,5.3,0.39,1.3,1.7,0.735,0.7,0.9
Isaiah Wong,1631209,1610612756,5,12.0,1.6,1.2,0.2,0.2,4.4,6.6,0.667,2.8,3.6,0.778,0.4,0.8
Ivica Zubac,1627826,1610612746,80,16.8,12.6,2.7,0.7,1.1,7.4,11.8,0.628,2.0,3.0,0.661,0.0,1.6
Izaiah Brockington,1631167,1610612740,4,7.0,4.5,1.0,1.0,0.0,2.5,6.0,0.417,1.8,2.3,0.778,0.3,1.5
JD Davison,1631120,1610612738,19,3.6,1.2,1.6,0.3,0.2,1.3,2.9,0.446,0.5,0.8,0.667,0.5,1.2
JT Thor,1630550,1610612764,20,3.6,2.4,0.3,0.4,0.5,1.3,3.0,0.424,0.8,1.1,0.682,0.3,0.5
Ja Morant,1629630,1610612763,50,23.2,4.1,7.3,1.2,0.2,8.1,17.8,0.454,5.3,6.4,0.824,1.8,3.7
Ja'Kobe Walter,1642266,1610612761,57,8.9,3.1,1.5,0.8,0.2,3.1,7.7,0.398,1.5,1.9,0.811,1.2,1.0
Jabari Smith Jr.,1631095,1610612745,57,12.2,7.0,1.1,0.4,0.7,4.4,9.9,0.438,1.8,2.2,0.825,1.7,1.1
Jabari Walker,1631133,1610612757,60,5.2,3.5,0.6,0.6,0.1,2.0,3.8,0.515,0.8,1.2,0.69,0.5,0.6
Jack Gohlke,27789,1610612760,4,1.5,0.3,0.0,0.0,0.0,0.5,1.3,0.4,0.0,0.0,0.0,0.5,0.0
Jack McVeigh,1629098,1610612745,9,1.6,0.6,0.1,0.0,0.2,0.6,1.9,0.294,0.0,0.0,0.0,0.4,0.2
Jackson Rowe,1642050,1610612744,13,6.6,3.8,1.3,1.1,0.1,2.5,5.2,0.485,0.5,1.0,0.538,1.0,0.9
Jacob Gilyard,1631367,1610612751,3,8.0,2.3,5.7,3.3,0.3,2.7,6.0,0.444,0.7,1.0,0.667,2.0,2.3
Jacob Toppin,1631210,1610612737,17,1.4,0.9,0.4,0.1,0.0,0.5,1.3,0.409,0.0,0.0,0.0,0.3,0.2
Jacob Toppin,1631210,1610612752,2,12.0,4.0,3.0,0.5,0.5,5.0,9.5,0.526,1.0,2.5,0.4,1.0,1.5
Jaden Hardy,1630702,1610612742,57,8.7,1.6,1.4,0.5,0.1,3.2,7.3,0.435,1.1,1.5,0.698,1.3,1.4
Jaden Ivey,1631093,1610612765,30,17.6,4.1,4.0,0.9,0.4,6.3,13.8,0.46,2.8,3.9,0.733,2.1,3.0
Jaden McDaniels,1630183,1610612750,82,12.2,5.7,2.0,1.3,0.9,4.9,10.2,0.477,1.3,1.6,0.813,1.2,1.2
Jaden Shackelford,1631455,1610612760,5,11.0,1.8,2.6,0.8,0.2,3.4,8.0,0.425,1.2,1.4,0.857,3.0,1.2
Jaden Springer,1630531,1610612762,43,2.5,1.3,0.8,0.6,0.1,0.8,2.1,0.389,0.6,0.9,0.711,0.3,0.4
Jaden Springer,1630531,1610612738,1,23.0,2.0,6.0,2.0,0.0,8.0,15.0,0.533,4.0,4.0,1.0,3.0,0.0
Jae Crowder,203109,1610612758,9,2.6,2.2,0.7,0.3,0.0,0.8,2.4,0.318,0.6,0.7,0.833,0.4,0.4
Jae'Sean Tate,1630256,1610612745,52,3.6,2.3,0.9,0.5,0.1,1.3,2.8,0.473,0.6,0.9,0.681,0.3,0.4
Jaedon LeDee,1642405,1610612750,5,2.6,2.0,0.2,0.8,0.2,0.8,1.6,0.5,0.8,1.2,0.667,0.2,0.4
Jaelen House,1642409,1610612738,4,10.8,2.8,4.3,0.5,0.3,3.5,9.5,0.368,2.8,3.5,0.786,1.0,1.8
Jahlil Okafor,1626143,1610612754,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jahmi'us Ramsey,1630186,1610612738,3,14.7,2.7,2.3,1.0,0.3,5.0,8.0,0.625,2.3,2.7,0.875,2.3,2.7
Jahmir Young,1642443,1610612741,6,1.8,0.5,1.0,0.0,0.0,0.7,0.8,0.8,0.3,0.3,1.0,0.2,0.2
Jahmir Young,1642443,1610612743,5,9.2,3.2,2.8,0.4,0.2,3.0,7.0,0.429,2.8,3.6,0.778,0.4,1.4
Jaime Jaquez Jr.,1631170,1610612748,68,9.1,4.5,2.5,0.9,0.2,3.4,7.3,0.469,1.8,2.3,0.759,0.6,1.6
Jake LaRavia,1631222,1610612758,66,6.9,3.9,2.4,0.9,0.3,2.4,5.1,0.475,1.2,1.7,0.678,0.9,1.3
Jake LaRavia,1631222,1610612763,5,17.6,4.2,3.2,2.8,0.2,5.4,11.8,0.458,5.0,6.0,0.833,1.8,2.8
Jake Stephens,1641868,1610612766,8,11.6,6.8,1.3,0.4,1.1,4.3,8.1,0.523,1.5,2.0,0.75,1.6,1.4
Jakob Poeltl,1627751,1610612761,57,14.5,9.6,2.8,1.2,1.2,6.4,10.2,0.627,1.7,2.5,0.674,0.0,1.9
Jalen Bridges,1641779,1610612756,13,4.8,1.2,0.4,0.5,0.1,1.5,3.8,0.408,0.5,0.6,0.875,1.2,0.4
Jalen Brunson,1628973,1610612752,65,26.0,2.9,7.3,0.9,0.1,9.0,18.5,0.488,5.7,6.9,0.821,2.3,2.5
Jalen Duren,1631105,1610612765,78,11.8,10.3,2.7,0.7,1.1,4.8,7.0,0.692,2.1,3.1,0.669,0.0,1.7
Jalen Green,1630224,1610612745,82,21.0,4.6,3.4,0.9,0.3,7.4,17.5,0.423,3.3,4.1,0.813,2.9,2.5
Jalen Hood-Schifino,1641720,1610612755,15,7.1,1.8,2.5,0.3,0.5,2.5,6.5,0.378,1.2,1.4,0.857,0.9,1.2
Jalen Johnson,1630552,1610612737,36,18.9,10.0,5.0,1.6,1.0,7.5,15.1,0.5,2.6,3.5,0.746,1.2,2.9
Jalen Lewis,1642395,1610612749,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen McDaniels,1629667,1610612764,4,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Pickett,1629618,1610612743,53,4.0,1.5,2.2,0.4,0.1,1.5,3.8,0.402,0.2,0.2,0.75,0.8,0.5
Jalen Slawson,1641771,1610612765,5,3.6,2.8,0.4,0.8,1.0,1.2,3.4,0.353,0.8,1.6,0.5,0.4,1.6
Jalen Smith,1630188,1610612741,64,8.2,5.6,1.0,0.3,0.7,3.0,6.4,0.466,1.1,1.4,0.809,1.1,0.6
Jalen Suggs,1630591,1610612753,35,16.2,4.0,3.7,1.5,0.9,5.6,13.7,0.41,2.8,3.1,0.882,2.2,2.9
Jalen Williams,1631114,1610612760,69,21.6,5.3,5.1,1.6,0.7,8.2,16.9,0.484,3.4,4.3,0.789,1.8,2.2
Jalen Wilson,1630592,1610612751,84,10.2,3.5,1.8,0.5,0.1,3.3,8.3,0.405,1.8,2.2,0.826,1.7,1.1
Jamal Cain,1631288,1610612740,37,5.3,2.3,0.6,0.6,0.2,1.8,4.3,0.43,0.9,1.4,0.68,0.7,0.6
Jamal Murray,1627750,1610612743,67,21.4,3.9,6.0,1.4,0.5,7.9,16.7,0.474,3.3,3.7,0.886,2.3,2.1
Jamal Shead,1642347,1610612761,80,7.2,1.7,4.2,0.8,0.2,2.8,6.8,0.406,0.7,1.0,0.747,0.9,1.6
Jamaree Bouyea,1631123,1610612759,8,11.3,3.0,3.5,2.0,0.8,4.1,10.8,0.384,2.0,2.4,0.842,1.0,1.9
Jamaree Bouyea,1631123,1610612749,5,3.4,1.0,2.0,0.8,0.4,1.2,2.4,0.5,0.8,1.2,0.667,0.2,1.6
Jamarion Sharp,1642481,1610612742,5,2.6,4.6,0.4,0.0,2.6,1.2,1.8,0.667,0.2,0.8,0.25,0.0,1.0
Jameer Nelson Jr.,1642392,1610612759,8,4.1,0.8,1.3,0.0,0.0,1.6,5.9,0.277,0.4,0.6,0.6,0.5,0.6
James Akinjo,1631231,1610612749,2,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
James Banks III,1630791,1610612766,7,6.0,4.1,0.4,0.4,1.7,2.7,5.3,0.514,0.6,0.7,0.8,0.0,0.9
James Bishop IV,1642458,1610612750,1,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
James Caron Butler Jr.,1641925,1610612748,4,1.5,1.3,0.0,0.0,0.3,0.5,1.8,0.286,0.3,0.5,0.5,0.3,0.3
James Harden,201935,1610612746,79,22.8,5.8,8.7,1.5,0.7,6.7,16.4,0.41,6.4,7.3,0.874,3.0,4.3
James Johnson,201949,1610612754,12,0.7,0.5,0.3,0.0,0.2,0.3,0.9,0.364,0.0,0.1,0.0,0.0,0.3
James Wiseman,1630164,1610612754,1,6.0,1.0,0.0,0.0,0.0,2.0,4.0,0.5,2.0,2.0,1.0,0.0,0.0
Jamir Chaplin,27801,1610612749,2,1.0,0.5,0.0,0.0,0.0,0.5,2.0,0.25,0.0,0.0,0.0,0.0,0.0
Jamison Battle,1642419,1610612761,64,7.1,2.5,0.9,0.3,0.2,2.5,5.8,0.438,0.3,0.3,0.9,1.8,0.4
Jamuni McNeace,1642427,1610612754,2,3.0,2.0,1.0,0.0,0.5,1.5,1.5,1.0,0.0,1.0,0.0,0.0,1.0
Jarace Walker,1641716,1610612754,79,6.7,3.3,1.6,0.7,0.4,2.4,5.2,0.466,0.8,1.1,0.693,1.1,1.3
Jared Butler,1630215,1610612755,60,9.0,1.8,3.7,0.7,0.2,3.4,7.6,0.448,1.3,1.5,0.824,1.0,1.3
Jared McCain,1642272,1610612755,31,14.4,3.1,2.5,0.7,0.0,5.0,12.2,0.412,2.3,2.6,0.864,2.1,1.6
Jared Rhoden,1631197,1610612761,14,8.4,3.0,1.1,0.7,0.1,3.0,6.2,0.483,1.6,1.8,0.88,0.9,0.6
Jared Rhoden,1631197,1610612753,5,9.4,3.6,2.0,0.6,0.2,3.4,7.6,0.447,1.4,1.6,0.875,1.2,1.0
Jaren Jackson Jr.,1628991,1610612763,74,22.2,5.6,2.0,1.2,1.5,8.0,16.4,0.488,4.2,5.4,0.781,2.0,2.1
Jarkel Joiner,1641935,1610612737,5,7.6,3.0,3.4,0.8,0.0,2.4,6.4,0.375,1.8,3.0,0.6,1.0,1.2
Jarod Lucas,1642480,1610612742,4,7.5,1.0,1.0,0.3,0.0,2.0,4.8,0.421,2.3,2.5,0.9,1.3,0.8
Jarred Vanderbilt,1629020,1610612747,36,4.1,5.1,1.1,1.0,0.3,1.6,3.4,0.488,0.6,1.0,0.556,0.3,0.8
