PLAYER_NAME,PLAYER_ID,TEAM_ID,GP,PTS,REB,AST,STL,BLK,FGM,FGA,FG_PCT,FTM,FTA,FT_PCT,FG3M,TOV
Anthony Black,1641710,1610612753,80,9.5,2.9,3.1,1.1,0.6,3.4,8.0,0.425,2.0,2.6,0.76,0.8,1.8
Anthony Davis,203076,1610612742,51,24.7,11.6,3.5,1.2,2.2,9.2,17.8,0.516,5.6,7.2,0.775,0.7,2.2
Anthony Edwards,1630162,1610612750,79,27.6,5.7,4.5,1.2,0.6,9.1,20.4,0.447,5.3,6.3,0.837,4.1,3.2
Anthony Gill,1630264,1610612764,51,2.5,1.3,0.3,0.2,0.0,0.8,1.7,0.489,0.6,1.0,0.66,0.2,0.2
Antoine Davis,1641784,1610612758,3,2.3,0.0,0.0,0.0,0.0,1.0,2.7,0.375,0.0,0.0,0.0,0.3,0.0
Anton Watson,1641817,1610612752,9,0.9,0.3,0.2,0.1,0.0,0.4,1.0,0.444,0.0,0.0,0.0,0.0,0.2
Anton Watson,1641817,1610612738,5,11.8,5.2,1.6,0.8,1.0,4.6,9.0,0.511,1.2,1.4,0.857,1.4,0.6
Antonio Reeves,1641810,1610612740,49,7.4,1.5,1.0,0.5,0.2,2.7,6.1,0.448,0.8,1.0,0.771,1.2,0.8
Ariel Hukporti,1630574,1610612752,30,3.0,2.9,0.6,0.0,0.6,1.3,2.0,0.661,0.4,0.8,0.522,0.0,1.0
Armaan Franklin,1641848,1610612743,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armando Bacot,1630654,1610612762,4,7.3,5.0,0.8,1.3,1.0,3.0,5.5,0.545,1.0,1.5,0.667,0.3,2.3
Armel Traore,1642422,1610612747,17,4.1,3.1,0.3,0.5,0.3,1.5,3.4,0.431,1.0,1.9,0.515,0.1,0.6
Au'Diese Toney,1631421,1610612743,5,1.8,2.6,0.6,0.8,0.0,0.2,2.4,0.083,1.4,1.6,0.875,0.0,1.0
Ausar Thompson,1641709,1610612765,59,10.1,5.1,2.3,1.7,0.7,4.2,7.8,0.535,1.5,2.4,0.641,0.2,1.4
Austin Reaves,1630559,1610612747,73,20.2,4.5,5.8,1.1,0.3,6.5,14.2,0.46,4.4,5.0,0.877,2.7,2.4
Ayo Dosunmu,1630245,1610612741,46,12.3,3.5,4.5,0.9,0.4,4.8,9.8,0.492,1.3,1.7,0.785,1.3,1.5
Babacar Sane,1641526,1610612762,3,5.7,3.0,0.3,0.3,0.0,2.0,4.3,0.462,1.0,1.7,0.6,0.7,0.3
Bam Adebayo,1628389,1610612748,78,18.1,9.6,4.3,1.3,0.7,6.9,14.3,0.485,3.2,4.2,0.765,1.0,2.1
Baylor Scheierman,1631248,1610612738,36,4.7,2.6,1.4,0.6,0.1,1.6,4.4,0.357,0.6,0.8,0.75,1.0,0.6
Ben Sheppard,1641767,1610612754,65,5.3,2.8,1.3,0.6,0.2,1.9,4.7,0.409,0.4,0.5,0.903,1.1,0.4
Ben Simmons,1627732,1610612746,51,5.0,4.7,5.6,0.7,0.5,2.3,4.4,0.52,0.5,0.6,0.727,0.0,2.0
Bennedict Mathurin,1631097,1610612754,72,16.1,5.3,1.9,0.7,0.3,5.4,11.8,0.458,3.8,4.6,0.831,1.4,1.9
Bilal Coulibaly,1641731,1610612764,59,12.3,5.0,3.4,1.3,0.7,4.5,10.6,0.421,2.3,3.1,0.746,1.1,2.1
Bismack Biyombo,202687,1610612759,28,5.1,5.6,1.1,0.6,0.8,2.4,4.1,0.588,0.4,0.9,0.4,0.0,1.0
Blake Hinson,1642396,1610612747,8,10.9,2.5,1.3,0.6,0.1,3.5,10.3,0.341,1.3,1.8,0.714,2.6,0.9
Blake Wesley,1631104,1610612759,58,3.7,1.1,2.0,0.6,0.1,1.4,3.2,0.435,0.7,1.1,0.623,0.3,0.9
Bobby Portis,1626171,1610612749,49,13.9,8.4,2.1,0.7,0.5,5.7,12.1,0.466,1.2,1.5,0.836,1.3,1.2
Bobi Klintman,1641752,1610612765,13,5.5,3.3,2.0,0.5,0.3,2.1,4.6,0.45,0.2,0.3,0.5,1.2,0.9
Bogdan Bogdanović,203992,1610612746,54,10.8,2.9,2.7,0.8,0.2,3.9,9.1,0.427,1.1,1.2,0.879,1.9,1.4
Bol Bol,1629626,1610612756,36,6.8,2.9,0.6,0.3,0.7,2.7,5.1,0.525,0.6,0.7,0.769,0.9,0.6
Bones Hyland,1630538,1610612750,24,6.2,1.0,1.3,0.8,0.2,2.0,4.9,0.398,1.0,1.1,0.885,1.3,1.0
Boo Buie III,1642486,1610612756,5,9.0,1.4,2.0,1.0,0.2,2.8,8.6,0.326,1.8,2.2,0.818,1.6,1.2
Boogie Ellis,1642407,1610612758,5,11.2,1.8,1.4,1.2,0.2,4.0,7.8,0.513,0.8,1.2,0.667,2.4,1.4
Bradley Beal,203078,1610612756,53,17.0,3.3,3.7,1.1,0.5,6.5,13.1,0.497,2.1,2.6,0.803,1.9,1.9
Branden Carlson,1642382,1610612760,32,3.8,1.7,0.4,0.2,0.7,1.3,3.0,0.443,0.4,0.6,0.778,0.7,0.2
Branden Carlson,1642382,1610612761,5,9.6,5.4,0.6,0.0,2.4,3.4,7.6,0.447,1.4,1.6,0.875,1.4,1.4
Brandin Podziemski,1641764,1610612744,67,11.9,5.2,3.5,1.1,0.2,4.4,9.9,0.444,1.3,1.6,0.764,1.8,1.3
Brandon Boston,1630527,1610612740,42,10.7,3.2,2.2,1.3,0.2,4.0,9.1,0.436,1.6,2.0,0.788,1.2,1.2
Brandon Clarke,1629634,1610612763,64,8.3,5.1,1.0,0.8,0.6,3.7,5.9,0.621,1.0,1.4,0.701,0.0,0.6
Brandon Ingram,1627742,1610612761,18,22.2,5.6,5.2,0.9,0.6,8.6,18.5,0.465,2.6,3.1,0.855,2.4,3.8
Brandon Miller,1641706,1610612766,28,21.1,5.0,3.6,1.0,0.7,7.3,18.1,0.404,2.6,3.0,0.867,3.9,3.0
Brandon Slater,1641994,1610612766,8,5.8,2.9,0.9,1.3,0.4,2.0,6.0,0.333,0.8,1.1,0.667,1.0,1.1
Brandon Williams,1630314,1610612742,35,8.8,1.8,2.4,0.8,0.1,3.1,5.9,0.519,1.8,2.2,0.821,0.8,1.3
Braxton Key,1630296,1610612744,3,1.0,0.7,0.0,0.7,0.0,0.0,1.3,0.0,1.0,2.0,0.5,0.0,0.3
Brice Sensabaugh,1641729,1610612762,75,11.0,2.9,1.5,0.6,0.1,3.9,8.5,0.458,1.0,1.1,0.906,2.2,1.6
Bronny James,1642355,1610612747,33,3.2,1.2,0.9,0.5,0.2,1.2,3.6,0.319,0.5,0.7,0.727,0.4,0.7
Brook Lopez,201572,1610612749,80,13.0,5.0,1.8,0.6,1.9,4.9,9.7,0.509,1.4,1.7,0.826,1.7,1.1
Bruce Brown,1628971,1610612740,41,8.3,4.0,2.0,0.8,0.2,3.2,7.5,0.421,1.3,1.6,0.815,0.7,1.0
Bruno Fernando,1628981,1610612761,17,3.4,3.0,1.1,0.2,0.5,1.5,2.9,0.531,0.4,0.5,0.75,0.0,0.8
Bryce McGowens,1631121,1610612757,17,4.5,0.6,0.4,0.2,0.1,1.3,3.5,0.367,1.5,1.8,0.839,0.4,0.6
Bryce McGowens,1631121,1610612766,3,18.3,3.7,2.0,0.7,0.0,5.0,11.7,0.429,7.3,9.3,0.786,1.0,0.7
Bryson Warren,1641985,1610612748,3,0.7,0.7,1.7,0.3,0.0,0.3,3.7,0.091,0.0,0.0,0.0,0.0,0.3
Bryson Williams,1631258,1610612753,2,3.0,2.0,0.5,0.0,0.0,1.5,2.5,0.6,0.0,0.0,0.0,0.0,0.0
Bub Carrington,1642267,1610612764,87,10.2,4.3,4.5,0.7,0.3,3.7,9.4,0.395,1.0,1.2,0.822,1.7,1.8
Buddy Boeheim,1631205,1610612760,8,5.5,1.5,0.6,0.5,0.1,1.8,5.3,0.333,0.5,0.9,0.571,1.5,0.6
Buddy Hield,1627741,1610612744,82,11.1,3.2,1.6,0.8,0.3,4.0,9.6,0.417,0.6,0.8,0.828,2.5,1.1
CJ McCollum,203468,1610612740,56,21.1,3.8,4.1,0.8,0.4,7.9,17.9,0.444,2.2,3.1,0.717,3.1,1.9
Cade Cunningham,1630595,1610612765,70,26.1,6.1,9.1,1.0,0.8,9.8,20.8,0.469,4.5,5.3,0.846,2.1,4.4
Caleb Daniels,1641915,1610612748,7,6.0,3.4,1.7,1.3,0.3,1.9,4.6,0.406,1.7,2.0,0.857,0.6,0.4
Caleb Houstan,1631216,1610612753,58,4.1,1.3,0.6,0.4,0.1,1.4,3.3,0.421,0.3,0.3,0.882,1.1,0.2
Caleb Martin,1628997,1610612742,45,7.9,3.9,2.1,1.0,0.5,2.9,6.8,0.424,1.4,2.2,0.622,0.8,1.2
Caleb McConnell,1641799,1610612766,6,3.3,4.0,2.2,1.0,0.2,1.2,2.8,0.412,0.8,1.3,0.625,0.2,1.2
Cam Christie,1642353,1610612746,18,4.2,1.3,0.7,0.6,0.1,1.4,4.2,0.347,0.3,0.5,0.667,0.9,0.3
Cam Reddish,1629629,1610612747,33,3.2,2.0,0.7,1.0,0.3,1.2,2.8,0.404,0.5,0.8,0.615,0.4,0.4
Cam Spencer,1642285,1610612763,29,5.6,1.6,1.7,0.5,0.0,1.9,4.1,0.467,0.7,0.7,0.952,1.0,0.3
Cam Thomas,1630560,1610612751,25,24.0,3.3,3.8,0.6,0.1,8.0,18.2,0.438,5.3,6.0,0.881,2.7,2.5
Cam Whitmore,1641715,1610612745,54,9.8,3.2,1.1,0.8,0.3,3.6,8.3,0.438,1.2,1.7,0.736,1.2,0.9
Cameron Johnson,1629661,1610612751,57,18.8,4.3,3.4,0.9,0.4,6.2,13.1,0.475,3.5,3.9,0.893,2.8,1.7
Cameron Payne,1626166,1610612752,72,6.9,1.4,2.8,0.5,0.2,2.5,6.2,0.401,0.7,0.8,0.907,1.3,0.7
Caris LeVert,1627747,1610612737,64,12.1,3.2,3.4,0.9,0.5,4.4,9.4,0.467,1.7,2.4,0.71,1.7,1.2
Cason Wallace,1641717,1610612760,68,8.4,3.4,2.5,1.8,0.5,3.4,7.2,0.474,0.4,0.5,0.811,1.1,0.9
Charles Bassey,1629646,1610612759,36,4.4,4.2,0.5,0.4,0.8,1.9,3.3,0.581,0.6,0.9,0.636,0.0,0.6
Charles Bediako,1641777,1610612753,3,3.7,2.3,0.3,0.7,0.3,1.0,2.3,0.429,1.3,2.0,0.667,0.3,0.0
Charles Pride,27781,1610612766,3,1.0,1.3,0.7,0.0,0.0,0.3,0.7,0.5,0.0,0.0,0.0,0.3,0.3
Charlie Brown Jr.,1629718,1610612753,5,8.0,2.6,1.0,1.2,0.8,2.4,6.4,0.375,2.0,2.0,1.0,1.2,1.4
Chase Audige,1641914,1610612741,2,3.5,0.5,0.5,1.0,0.0,0.5,1.5,0.333,2.0,3.0,0.667,0.5,0.0
Chet Holmgren,1631096,1610612760,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,0.49,3.2,4.2,0.754,1.4,1.8
Chris Boucher,1628449,1610612761,50,10.0,4.5,0.7,0.5,0.5,3.6,7.4,0.492,1.4,1.7,0.782,1.4,0.6
Chris Duarte,1630537,1610612741,17,2.1,1.2,0.5,0.0,0.0,0.7,1.5,0.462,0.4,0.5,0.75,0.4,0.1
Chris Livingston,1641753,1610612749,26,4.0,3.0,0.6,0.3,0.0,1.5,3.1,0.469,0.8,1.2,0.688,0.2,0.6
Chris Paul,101108,1610612759,82,8.8,3.6,7.4,1.3,0.3,3.0,7.1,0.427,1.0,1.1,0.924,1.7,1.6
Christian Braun,1631128,1610612743,79,15.4,5.2,2.6,1.1,0.5,6.0,10.4,0.58,2.2,2.7,0.827,1.1,1.0
Christian Koloko,1631132,1610612747,37,2.4,2.5,0.4,0.2,0.4,1.1,1.8,0.606,0.3,0.4,0.714,0.0,0.3
Christian Terrell,1630715,1610612744,2,1.0,1.0,1.0,0.5,0.0,0.5,2.5,0.2,0.0,0.0,0.0,0.0,0.0
Chuma Okeke,1629643,1610612739,9,5.9,5.2,1.7,0.6,0.4,2.2,4.4,0.5,0.2,0.3,0.667,1.2,0.3
Clarence Daniels,1642386,1610612760,1,7.0,3.0,0.0,0.0,0.0,1.0,5.0,0.2,4.0,4.0,1.0,1.0,1.0
Clint Capela,203991,1610612737,55,8.9,8.5,1.1,0.6,1.0,4.0,7.1,0.559,0.9,1.8,0.536,0.0,0.9
Coby White,1629632,1610612741,74,20.4,3.7,4.5,0.9,0.2,6.9,15.1,0.453,3.7,4.1,0.902,2.9,2.4
Cody Martin,1628998,1610612756,53,6.8,4.2,2.0,1.1,0.6,2.6,6.1,0.418,0.8,1.2,0.705,0.8,1.0
Cody Williams,1642262,1610612762,57,5.4,2.4,1.2,0.5,0.4,2.0,5.6,0.348,0.7,0.9,0.765,0.7,0.9
Colby Jones,1641732,1610612764,39,4.0,2.2,1.1,0.7,0.3,1.5,3.3,0.457,0.6,0.9,0.657,0.4,0.6
Colby Jones,1641732,1610612758,5,10.4,3.8,1.2,1.6,0.2,4.2,11.8,0.356,1.0,1.8,0.556,1.0,3.2
Cole Anthony,1630175,1610612763,67,9.4,3.0,2.9,0.7,0.5,3.4,8.1,0.424,1.4,1.7,0.823,1.1,1.5
Cole Swider,1631306,1610612761,10,5.9,2.7,0.3,0.4,0.2,2.2,6.3,0.349,0.0,0.1,0.0,1.5,0.4
Cole Swider,1631306,1610612748,8,13.5,2.5,0.9,0.4,0.4,4.0,8.4,0.478,2.3,2.5,0.9,3.3,0.6
Colin Castleton,1630658,1610612761,26,4.7,4.7,1.1,0.3,0.4,1.8,3.8,0.469,1.1,1.5,0.763,0.1,0.9
Colin Castleton,1630658,1610612747,8,11.0,9.3,3.5,0.8,0.9,4.3,8.0,0.531,2.3,2.6,0.857,0.3,2.0
Collin Gillespie,1631221,1610612756,33,5.9,2.4,2.4,0.6,0.2,2.1,4.8,0.43,0.6,0.7,0.864,1.2,0.5
Collin Sexton,1629012,1610612762,63,18.4,2.7,4.2,0.7,0.1,6.6,13.8,0.48,3.4,4.0,0.865,1.7,2.5
Corey Kispert,1630557,1610612764,61,11.6,3.0,1.7,0.4,0.2,4.2,9.3,0.451,1.2,1.4,0.852,2.0,1.0
Cormac Ryan,27793,1610612760,7,4.0,2.3,0.3,0.4,0.0,1.0,5.1,0.194,1.0,1.0,1.0,1.0,0.7
Cory Joseph,202709,1610612753,50,3.5,1.5,1.4,0.5,0.1,1.2,3.1,0.403,0.3,0.4,0.778,0.8,0.4
Craig Porter Jr.,1641854,1610612739,54,4.2,1.5,1.5,0.4,0.3,1.6,3.2,0.491,0.6,0.9,0.717,0.4,0.8
Cui Yongxi,1642385,1610612751,5,0.6,0.4,0.0,0.0,0.0,0.2,1.4,0.143,0.2,0.4,0.5,0.0,0.0
Cui Yongxi,1642385,1610612757,3,3.0,0.0,0.3,0.0,0.0,1.0,2.3,0.429,0.3,0.3,1.0,0.7,0.0
D'Angelo Russell,1626156,1610612751,58,12.6,2.8,5.1,1.0,0.4,4.3,11.0,0.39,2.1,2.5,0.834,1.9,1.9
D'Moi Hodge,1641793,1610612759,2,6.5,1.0,1.0,1.0,0.5,2.5,5.0,0.5,0.0,0.0,0.0,1.5,0.5
D.J. Carton,1630618,1610612761,9,5.9,1.8,2.0,1.0,0.2,2.3,5.1,0.457,0.8,1.2,0.636,0.4,1.3
DJ Burns,1642469,1610612739,4,5.8,2.3,1.0,0.8,0.5,2.5,4.5,0.556,0.8,1.0,0.75,0.0,0.8
DJ Horne,1642433,1610612759,6,4.0,2.0,1.2,0.3,0.2,1.5,5.3,0.281,0.5,0.7,0.75,0.5,0.7
DJ Jeffries,27787,1610612763,1,2.0,1.0,0.0,1.0,0.0,1.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0
DJ Rodman,1642485,1610612746,1,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0
DJ Steward,1630569,1610612741,5,17.4,3.0,6.4,1.4,0.2,6.2,13.2,0.47,2.6,3.0,0.867,2.4,2.2
DaQuan Jeffries,1629610,1610612766,47,6.7,2.9,1.1,0.6,0.5,2.5,6.2,0.405,0.5,0.6,0.8,1.2,0.7
DaRon Holmes II,1641747,1610612743,1,11.0,7.0,1.0,1.0,0.0,4.0,8.0,0.5,0.0,0.0,0.0,3.0,0.0
Daeqwon Plowden,1631342,1610612744,8,14.6,4.4,1.6,0.3,0.9,4.9,10.4,0.47,2.5,3.5,0.714,2.4,1.5
Daeqwon Plowden,1631342,1610612737,6,7.2,1.8,0.3,0.0,0.0,2.7,4.2,0.64,0.3,0.3,1.0,1.5,0.7
Daishen Nix,1630227,1610612750,8,9.6,3.9,4.1,1.6,0.5,2.5,6.3,0.4,4.0,5.5,0.727,0.6,2.8
Dakota Mathias,1629751,1610612754,5,6.6,1.2,0.2,0.0,0.4,2.4,5.2,0.462,0.6,0.6,1.0,1.2,0.4
Dalano Banton,1630625,1610612757,67,8.3,2.0,2.4,0.6,0.5,3.0,7.6,0.391,1.4,1.9,0.728,1.1,1.3
Dalen Terry,1631207,1610612741,73,4.5,1.7,1.3,0.6,0.2,1.6,3.7,0.448,0.7,0.9,0.71,0.5,0.7
Dalton Knecht,1642261,1610612747,84,9.7,2.9,0.9,0.4,0.1,3.5,7.8,0.447,1.0,1.4,0.763,1.7,0.6
Damian Lillard,203081,1610612749,58,24.9,4.7,7.1,1.2,0.2,7.7,17.1,0.448,6.2,6.8,0.921,3.4,2.8
Damion Baugh,1641878,1610612766,15,7.3,3.3,3.7,1.0,0.1,2.8,8.7,0.323,0.9,1.0,0.867,0.8,2.1
Damion Baugh,1641878,1610612752,5,9.0,2.0,1.0,1.8,0.2,3.0,7.4,0.405,1.6,2.0,0.8,1.4,1.2
Damion Lee,1627814,1610612756,25,3.3,0.8,0.4,0.2,0.0,1.1,3.0,0.365,0.8,0.8,0.952,0.4,0.4
Dane Goodwin,1641863,1610612758,2,1.0,1.5,0.0,0.0,0.0,0.5,1.5,0.333,0.0,0.0,0.0,0.0,0.0
Daniel Gafford,1629655,1610612742,57,12.3,6.8,1.4,0.4,1.8,5.0,7.1,0.702,2.4,3.4,0.689,0.0,1.2
Daniel Theis,1628464,1610612740,38,4.3,4.3,1.6,0.5,0.5,1.6,3.4,0.473,0.8,1.0,0.838,0.2,0.7
Daniss Jenkins,1642450,1610612765,12,4.6,1.5,1.8,0.5,0.5,1.5,4.4,0.34,0.9,1.2,0.786,0.7,0.8
Danté Exum,203957,1610612742,20,8.7,1.7,2.8,0.6,0.2,3.2,6.7,0.478,1.2,1.6,0.742,1.2,1.1
Darin Green Jr.,1642432,1610612759,5,3.0,0.6,0.6,0.2,0.0,1.0,3.8,0.263,0.0,0.0,0.0,1.0,0.4
Dario Šarić,203967,1610612743,16,3.5,3.1,1.4,0.4,0.1,1.3,3.6,0.362,0.4,0.6,0.7,0.4,0.9
Dariq Whitehead,1641727,1610612751,24,5.6,2.0,0.7,0.5,0.2,1.9,5.7,0.328,0.4,0.5,0.692,1.5,0.9
Darius Bazley,1629647,1610612762,6,5.8,6.3,1.5,0.2,1.5,2.5,4.2,0.6,0.5,1.2,0.429,0.3,1.7
Darius Brown,1642468,1610612739,5,7.2,2.6,3.6,1.0,0.4,2.8,4.6,0.609,0.2,0.4,0.5,1.4,1.0
Darius Garland,1629636,1610612739,75,20.6,2.9,6.7,1.2,0.1,7.4,15.7,0.472,3.0,3.4,0.878,2.8,2.5
David Duke Jr.,1630561,1610612759,6,2.7,0.8,0.7,0.2,0.0,1.0,2.3,0.429,0.2,0.3,0.5,0.5,0.3
David Jones Garcia,1642357,1610612755,7,9.1,5.6,1.3,1.7,1.0,3.1,7.4,0.423,1.9,2.4,0.765,1.0,2.0
David Muoka,1641987,1610612751,1,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
David Roddy,1631223,1610612745,33,4.6,2.5,1.1,0.4,0.3,1.7,3.8,0.456,0.6,0.8,0.769,0.6,0.7
David Roddy,1631223,1610612756,5,14.8,6.4,2.4,0.4,0.8,5.4,11.8,0.458,1.8,2.2,0.818,2.2,2.8
Davion Mitchell,1630558,1610612748,74,7.9,2.3,4.9,1.0,0.2,3.0,6.4,0.468,0.8,1.1,0.69,1.1,1.7
Day'Ron Sharpe,1630549,1610612751,50,7.9,6.6,1.8,0.8,0.8,3.3,6.3,0.521,1.1,1.5,0.757,0.2,1.3
De'Aaron Fox,1628368,1610612759,62,23.5,4.8,6.3,1.5,0.4,8.7,18.8,0.463,4.2,5.1,0.827,1.9,2.8
